,in,out,fee
1469,2022-05-03 23:56:04,2022-05-04 00:14:34,154
1470,2022-05-04 00:09:35,2022-05-04 00:22:57,77
1471,2022-05-04 00:33:58,2022-05-04 09:45:19,1885
1472,2022-05-04 05:04:58,2022-05-04 06:26:23,462
1473,2022-05-04 05:58:49,2022-05-04 06:08:22,77
1474,2022-05-04 06:07:48,2022-05-04 08:31:18,770
1475,2022-05-04 06:11:09,2022-05-04 06:24:28,77
1476,2022-05-04 07:44:59,2022-05-04 08:14:36,154
1477,2022-05-04 08:11:17,2022-05-04 08:18:53,77
1478,2022-05-04 08:50:02,2022-05-04 15:09:49,1500
1479,2022-05-04 09:11:21,2022-05-04 09:18:47,77
1480,2022-05-04 09:17:28,2022-05-04 09:28:46,77
1481,2022-05-04 09:31:30,2022-05-04 09:44:02,77
1482,2022-05-04 09:51:04,2022-05-04 12:16:03,770
1483,2022-05-04 09:52:34,2022-05-04 10:01:23,77
1484,2022-05-04 10:11:36,2022-05-04 10:21:53,77
1485,2022-05-04 10:12:03,2022-05-04 10:24:47,77
1486,2022-05-04 10:17:11,2022-05-04 15:16:26,1500
1487,2022-05-04 10:21:24,2022-05-04 11:04:15,231
1488,2022-05-04 10:21:26,2022-05-04 15:16:37,1500
1489,2022-05-04 10:23:01,2022-05-04 10:30:56,77
1490,2022-05-04 10:31:19,2022-05-04 10:41:33,77
1491,2022-05-04 10:34:16,2022-05-04 10:51:59,154
1492,2022-05-04 10:41:55,2022-05-04 10:54:43,77
1493,2022-05-04 10:48:52,2022-05-04 11:37:42,308
1494,2022-05-04 10:48:56,2022-05-04 11:05:49,154
1495,2022-05-04 10:49:22,2022-05-04 11:37:31,308
1496,2022-05-04 11:00:20,2022-05-04 17:44:32,1500
1497,2022-05-04 11:01:51,2022-05-04 17:01:02,1500
1498,2022-05-04 11:05:12,2022-05-04 12:36:27,539
1499,2022-05-04 11:05:52,2022-05-04 12:36:17,539
1500,2022-05-04 11:07:38,2022-05-04 17:01:02,1500
1501,2022-05-04 11:12:16,2022-05-04 13:02:04,616
1502,2022-05-04 11:14:45,2022-05-04 13:39:55,770
1503,2022-05-04 11:16:06,2022-05-04 17:04:35,1500
1504,2022-05-04 11:17:08,2022-05-04 17:04:36,1500
1505,2022-05-04 11:34:22,2022-05-04 11:42:17,77
1506,2022-05-04 11:47:54,2022-05-04 13:39:57,616
1507,2022-05-04 11:47:55,2022-05-04 13:39:45,616
1508,2022-05-04 11:56:05,2022-05-04 12:07:27,77
1509,2022-05-04 12:04:39,2022-05-04 13:20:44,462
1510,2022-05-04 12:05:21,2022-05-04 12:07:19,77
1511,2022-05-04 12:07:33,2022-05-04 13:20:51,385
1512,2022-05-04 12:38:22,2022-05-04 12:50:19,77
1513,2022-05-04 12:44:19,2022-05-04 15:46:38,1001
1514,2022-05-04 13:02:43,2022-05-04 20:11:06,1500
1515,2022-05-04 13:02:43,2022-05-04 20:10:55,1500
1516,2022-05-04 13:06:55,2022-05-05 15:08:19,5193
1517,2022-05-04 13:18:36,2022-05-04 15:50:03,847
1518,2022-05-04 13:18:41,2022-05-04 15:49:38,847
1519,2022-05-04 13:37:15,2022-05-04 13:50:50,77
1520,2022-05-04 13:38:39,2022-05-04 14:57:21,462
1521,2022-05-04 13:48:58,2022-05-04 14:02:40,77
1522,2022-05-04 13:52:41,2022-05-04 17:41:02,1232
1523,2022-05-04 13:56:50,2022-05-04 14:04:13,77
1524,2022-05-04 14:00:12,2022-05-04 14:14:22,77
1525,2022-05-04 14:00:13,2022-05-04 14:18:08,154
1526,2022-05-04 14:04:41,2022-05-04 17:31:58,1078
1527,2022-05-04 14:07:35,2022-05-04 17:32:07,1078
1528,2022-05-04 14:13:28,2022-05-04 14:24:05,77
1529,2022-05-04 14:14:04,2022-05-04 14:24:09,77
1530,2022-05-04 14:16:25,2022-05-04 14:52:33,231
1531,2022-05-04 14:35:27,2022-05-04 14:49:55,77
1532,2022-05-04 14:35:29,2022-05-04 14:50:52,154
1533,2022-05-04 14:49:16,2022-05-04 15:02:50,77
1534,2022-05-04 14:51:09,2022-05-04 17:04:36,693
1535,2022-05-04 15:04:18,2022-05-04 16:41:48,539
1536,2022-05-04 15:20:33,2022-05-04 16:38:01,462
1537,2022-05-04 15:22:51,2022-05-04 18:18:55,924
1538,2022-05-04 15:45:31,2022-05-04 15:57:38,77
1539,2022-05-04 15:47:36,2022-05-04 16:38:21,308
1540,2022-05-04 16:07:52,2022-05-04 17:38:23,539
1541,2022-05-04 16:19:30,2022-05-04 16:34:03,77
1542,2022-05-04 16:31:32,2022-05-04 17:13:57,231
1543,2022-05-04 16:46:34,2022-05-04 17:11:53,154
1544,2022-05-04 17:05:41,2022-05-04 17:55:35,308
1545,2022-05-04 17:14:23,2022-05-04 17:55:50,231
1546,2022-05-04 17:17:42,2022-05-04 17:36:13,154
1547,2022-05-04 17:24:03,2022-05-04 19:08:42,539
1548,2022-05-04 18:08:18,2022-05-04 18:22:39,77
1549,2022-05-04 18:13:24,2022-05-04 18:22:00,77
1550,2022-05-04 18:49:48,2022-05-04 18:59:40,77
1551,2022-05-04 18:55:56,2022-05-04 19:09:58,77
1552,2022-05-04 19:32:05,2022-05-04 19:53:18,154
1553,2022-05-04 19:47:15,2022-05-04 19:56:57,77
1554,2022-05-04 19:48:05,2022-05-04 20:13:40,154
1555,2022-05-04 20:07:54,2022-05-04 20:15:08,77
1556,2022-05-04 20:35:11,2022-05-04 20:45:48,77
1557,2022-05-04 21:15:39,2022-05-04 21:32:52,154
1558,2022-05-04 22:10:52,2022-05-04 22:24:56,77
1559,2022-05-04 22:12:08,2022-05-04 22:29:46,154
1560,2022-05-04 22:49:35,2022-05-04 22:57:55,77
1561,2022-05-04 23:28:34,2022-05-04 23:42:26,77
1562,2022-05-04 23:37:09,2022-05-04 23:47:42,77
1563,2022-05-04 23:54:18,2022-05-05 00:07:37,77
1564,2022-05-05 00:14:42,2022-05-05 00:24:28,77
1565,2022-05-05 00:51:33,2022-05-05 01:08:50,154
1566,2022-05-05 06:34:05,2022-05-05 06:44:51,77
1567,2022-05-05 06:56:23,2022-05-05 07:48:08,308
1568,2022-05-05 07:07:13,2022-05-05 07:21:58,77
1569,2022-05-05 08:09:58,2022-05-05 08:25:27,154
1570,2022-05-05 08:22:52,2022-05-05 08:41:17,154
1571,2022-05-05 08:42:33,2022-05-05 11:11:08,770
1572,2022-05-05 08:54:14,2022-05-05 09:03:30,77
1573,2022-05-05 09:08:53,2022-05-05 09:28:01,154
1574,2022-05-05 09:09:09,2022-05-05 09:28:03,154
1575,2022-05-05 09:12:06,2022-05-05 09:25:12,77
1576,2022-05-05 09:40:43,2022-05-05 09:47:51,77
1577,2022-05-05 10:03:32,2022-05-05 10:15:09,77
1578,2022-05-05 10:06:55,2022-05-05 11:11:30,385
1579,2022-05-05 10:45:30,2022-05-05 13:29:12,847
1580,2022-05-05 10:47:50,2022-05-05 11:19:37,231
1581,2022-05-05 10:53:41,2022-05-05 11:07:47,77
1582,2022-05-05 11:05:39,2022-05-05 11:16:27,77
1583,2022-05-05 11:08:52,2022-05-05 16:52:44,1500
1584,2022-05-05 11:09:14,2022-05-05 11:24:17,154
1585,2022-05-05 11:10:22,2022-05-05 11:24:15,77
1586,2022-05-05 11:29:13,2022-05-05 17:38:51,1500
1587,2022-05-05 11:32:39,2022-05-05 12:50:18,462
1588,2022-05-05 11:40:43,2022-05-05 11:54:14,77
1589,2022-05-05 11:48:22,2022-05-05 11:59:24,77
1590,2022-05-05 11:53:36,2022-05-05 12:03:10,77
1591,2022-05-05 11:53:43,2022-05-05 15:00:57,1001
1592,2022-05-05 11:55:39,2022-05-05 15:01:07,1001
1593,2022-05-05 11:57:56,2022-05-05 12:35:10,231
1594,2022-05-05 12:02:32,2022-05-05 12:18:50,154
1595,2022-05-05 12:03:13,2022-05-05 12:24:56,154
1596,2022-05-05 12:05:01,2022-05-05 12:19:21,77
1597,2022-05-05 12:55:00,2022-05-05 15:49:22,924
1598,2022-05-05 12:56:57,2022-05-05 15:48:07,924
1599,2022-05-05 13:01:43,2022-05-05 13:10:27,77
1600,2022-05-05 13:01:43,2022-05-05 13:10:17,77
1601,2022-05-05 13:31:40,2022-05-05 15:08:06,539
1602,2022-05-05 13:36:04,2022-05-05 14:36:52,385
1603,2022-05-05 13:50:41,2022-05-05 14:44:27,308
1604,2022-05-05 13:50:42,2022-05-05 14:44:11,308
1605,2022-05-05 13:52:17,2022-05-05 14:44:01,308
1606,2022-05-05 14:09:41,2022-05-05 15:38:07,462
1607,2022-05-05 14:14:06,2022-05-05 19:30:54,1500
1608,2022-05-05 14:26:02,2022-05-05 16:44:00,770
1609,2022-05-05 14:33:38,2022-05-05 14:47:39,77
1610,2022-05-05 14:36:17,2022-05-05 16:39:15,693
1611,2022-05-05 14:38:54,2022-05-05 16:44:25,693
1612,2022-05-05 14:42:20,2022-05-05 20:33:38,1500
1613,2022-05-05 14:49:19,2022-05-05 15:34:55,308
1614,2022-05-05 14:49:41,2022-05-05 15:35:09,308
1615,2022-05-05 15:04:55,2022-05-05 15:38:30,231
1616,2022-05-05 15:07:58,2022-05-05 16:25:35,462
1617,2022-05-05 15:16:43,2022-05-05 16:23:15,385
1618,2022-05-05 15:31:26,2022-05-05 15:41:05,77
1619,2022-05-05 15:31:32,2022-05-05 15:40:51,77
1620,2022-05-05 15:37:54,2022-05-05 17:22:55,616
1621,2022-05-05 15:38:01,2022-05-05 17:23:05,616
1622,2022-05-05 15:49:27,2022-05-05 18:16:41,770
1623,2022-05-05 15:49:28,2022-05-05 16:03:48,77
1624,2022-05-05 15:50:54,2022-05-05 16:02:58,77
1625,2022-05-05 15:53:25,2022-05-05 19:27:47,1155
1626,2022-05-05 15:54:14,2022-05-05 16:09:05,77
1627,2022-05-05 15:57:17,2022-05-05 16:13:26,154
1628,2022-05-05 16:01:23,2022-05-05 17:05:24,385
1629,2022-05-05 16:05:18,2022-05-05 16:16:00,77
1630,2022-05-05 16:07:49,2022-05-05 17:24:09,462
1631,2022-05-05 16:28:03,2022-05-05 17:29:09,385
1632,2022-05-05 16:32:37,2022-05-05 16:57:24,154
1633,2022-05-05 16:33:40,2022-05-05 16:41:48,77
1634,2022-05-05 16:34:09,2022-05-05 16:47:33,77
1635,2022-05-05 17:01:43,2022-05-05 17:09:43,77
1636,2022-05-05 17:48:45,2022-05-05 18:13:16,154
1637,2022-05-05 17:49:20,2022-05-05 18:13:15,154
1638,2022-05-05 17:49:59,2022-05-05 18:31:49,231
1639,2022-05-05 18:00:23,2022-05-05 18:31:02,231
1640,2022-05-05 20:40:17,2022-05-05 20:57:00,154
1641,2022-05-05 21:13:28,2022-05-05 21:19:44,77
1642,2022-05-05 21:49:11,2022-05-08 21:30:14,13500
1643,2022-05-05 21:59:09,2022-05-05 22:06:21,77
1644,2022-05-05 22:06:27,2022-05-05 22:32:59,154
1645,2022-05-05 22:07:25,2022-05-05 22:33:05,154
1646,2022-05-05 22:44:44,2022-05-05 23:02:51,154
1647,2022-05-05 22:44:45,2022-05-05 23:02:44,154
1648,2022-05-05 22:52:48,2022-05-05 23:09:47,154
1649,2022-05-05 22:57:31,2022-05-05 23:05:54,77
1650,2022-05-05 23:57:20,2022-05-06 00:07:19,77
1651,2022-05-06 06:30:20,2022-05-06 10:57:32,1386
1652,2022-05-06 08:08:13,2022-05-06 08:22:49,77
1653,2022-05-06 08:16:19,2022-05-06 08:25:22,77
1654,2022-05-06 08:39:28,2022-05-06 08:46:57,77
1655,2022-05-06 08:44:46,2022-05-06 13:26:04,1463
1656,2022-05-06 08:52:08,2022-05-06 09:01:23,77
1657,2022-05-06 08:56:03,2022-05-06 10:38:29,539
1658,2022-05-06 09:29:39,2022-05-06 09:56:06,154
1659,2022-05-06 09:46:18,2022-05-06 17:28:55,1500
1660,2022-05-06 09:58:34,2022-05-06 10:21:36,154
1661,2022-05-06 09:58:44,2022-05-06 10:21:31,154
1662,2022-05-06 10:03:43,2022-05-06 10:12:31,77
1663,2022-05-06 10:05:35,2022-05-06 10:14:08,77
1664,2022-05-06 10:50:06,2022-05-06 11:06:32,154
1665,2022-05-06 10:50:12,2022-05-06 11:06:26,154
1666,2022-05-06 10:56:42,2022-05-06 14:33:27,1155
1667,2022-05-06 11:09:27,2022-05-06 11:32:07,154
1668,2022-05-06 11:14:14,2022-05-06 13:42:42,770
1669,2022-05-06 11:15:22,2022-05-06 13:42:55,770
1670,2022-05-06 11:16:43,2022-05-06 11:40:06,154
1671,2022-05-06 11:41:20,2022-05-06 11:54:35,77
1672,2022-05-06 11:42:27,2022-05-06 17:46:59,1500
1673,2022-05-06 11:49:15,2022-05-06 16:47:58,1500
1674,2022-05-06 11:49:17,2022-05-06 16:47:58,1500
1675,2022-05-06 12:03:44,2022-05-06 14:00:25,616
1676,2022-05-06 12:04:39,2022-05-06 12:13:10,77
1677,2022-05-06 12:25:29,2022-05-06 12:35:02,77
1678,2022-05-06 12:35:49,2022-05-06 12:46:31,77
1679,2022-05-06 12:36:34,2022-05-06 12:51:43,154
1680,2022-05-06 12:38:20,2022-05-06 12:47:03,77
1681,2022-05-06 13:12:23,2022-05-06 16:00:26,924
1682,2022-05-06 13:36:35,2022-05-06 14:52:38,462
1683,2022-05-06 14:00:49,2022-05-06 14:12:31,77
1684,2022-05-06 14:38:37,2022-05-06 14:58:04,154
1685,2022-05-06 14:40:04,2022-05-06 15:49:26,385
1686,2022-05-06 14:41:31,2022-05-06 14:50:33,77
1687,2022-05-06 14:58:20,2022-05-06 16:00:25,385
1688,2022-05-06 15:34:36,2022-05-06 15:45:12,77
1689,2022-05-06 15:55:18,2022-05-06 17:05:37,385
1690,2022-05-06 15:56:26,2022-05-06 17:06:11,385
1691,2022-05-06 16:16:27,2022-05-06 16:23:47,77
1692,2022-05-06 16:24:22,2022-05-06 16:35:30,77
1693,2022-05-06 16:35:25,2022-05-06 16:51:27,154
1694,2022-05-06 16:41:49,2022-05-06 17:50:30,385
1695,2022-05-06 16:52:16,2022-05-06 17:00:17,77
1696,2022-05-06 17:03:55,2022-05-06 18:47:12,539
1697,2022-05-06 17:15:06,2022-05-06 17:32:53,154
1698,2022-05-06 17:18:35,2022-05-06 17:33:00,77
1699,2022-05-06 17:19:46,2022-05-06 17:32:58,77
1700,2022-05-06 17:21:54,2022-05-06 17:30:26,77
1701,2022-05-06 18:18:40,2022-05-06 18:30:37,77
1702,2022-05-06 18:23:40,2022-05-06 18:37:08,77
1703,2022-05-06 18:41:58,2022-05-06 19:21:47,231
1704,2022-05-06 18:49:29,2022-05-06 18:55:05,77
1705,2022-05-06 18:52:25,2022-05-06 19:17:04,154
1706,2022-05-06 18:54:51,2022-05-06 19:17:07,154
1707,2022-05-06 19:12:16,2022-05-06 19:24:22,77
1708,2022-05-06 19:33:41,2022-05-06 19:37:56,77
1709,2022-05-06 21:12:34,2022-05-06 21:40:30,154
1710,2022-05-06 21:12:36,2022-05-06 21:40:24,154
1711,2022-05-06 21:18:17,2022-05-06 21:49:28,231
1712,2022-05-06 21:37:22,2022-05-06 21:52:04,77
1713,2022-05-06 22:09:04,2022-05-06 23:26:37,462
1714,2022-05-06 22:26:02,2022-05-06 22:44:48,154
1715,2022-05-06 23:15:26,2022-05-06 23:57:04,231
1716,2022-05-06 23:59:42,2022-05-07 00:21:46,154
1717,2022-05-07 07:08:18,2022-05-07 07:26:46,154
1718,2022-05-07 07:50:13,2022-05-07 08:00:12,77
1719,2022-05-07 07:51:29,2022-05-07 07:59:25,77
1720,2022-05-07 07:52:54,2022-05-07 08:02:36,77
1721,2022-05-07 07:53:02,2022-05-07 08:02:41,77
1722,2022-05-07 08:09:02,2022-05-07 08:15:38,77
1723,2022-05-07 08:30:33,2022-05-07 08:41:04,77
1724,2022-05-07 08:39:03,2022-05-07 11:45:02,1001
1725,2022-05-07 08:42:50,2022-05-07 08:49:32,77
1726,2022-05-07 08:43:16,2022-05-07 08:49:36,77
1727,2022-05-07 08:49:30,2022-05-07 08:57:47,77
1728,2022-05-07 09:41:51,2022-05-07 09:51:26,77
1729,2022-05-07 09:51:09,2022-05-07 10:02:28,77
1730,2022-05-07 09:51:45,2022-05-07 10:05:29,77
1731,2022-05-07 10:37:19,2022-05-07 10:52:22,154
1732,2022-05-07 10:37:40,2022-05-07 10:53:54,154
1733,2022-05-07 11:01:45,2022-05-07 11:08:24,77
1734,2022-05-07 11:14:01,2022-05-07 17:38:56,1500
1735,2022-05-07 11:36:44,2022-05-07 19:24:23,1500
1736,2022-05-07 11:49:31,2022-05-07 12:02:30,77
1737,2022-05-07 11:55:23,2022-05-07 16:58:49,1500
1738,2022-05-07 12:32:06,2022-05-07 12:37:53,77
1739,2022-05-07 12:59:45,2022-05-07 13:28:18,154
1740,2022-05-07 13:04:22,2022-05-07 16:58:51,1232
1741,2022-05-07 13:12:17,2022-05-07 16:59:07,1232
1742,2022-05-07 13:54:29,2022-05-07 14:07:10,77
1743,2022-05-07 14:02:33,2022-05-07 14:15:11,77
1744,2022-05-07 14:07:19,2022-05-07 17:08:43,1001
1745,2022-05-07 14:07:23,2022-05-07 14:07:40,77
1746,2022-05-07 14:17:29,2022-05-07 19:24:58,1500
1747,2022-05-07 14:19:42,2022-05-07 14:57:46,231
1748,2022-05-07 14:33:30,2022-05-07 15:36:14,385
1749,2022-05-07 14:35:58,2022-05-07 14:45:52,77
1750,2022-05-07 14:38:43,2022-05-07 14:48:07,77
1751,2022-05-07 14:56:21,2022-05-07 15:42:58,308
1752,2022-05-07 15:28:28,2022-05-07 15:38:16,77
1753,2022-05-07 15:44:07,2022-05-07 17:41:49,616
1754,2022-05-07 16:11:35,2022-05-07 16:21:38,77
1755,2022-05-07 16:22:04,2022-05-07 16:56:24,231
1756,2022-05-07 16:41:57,2022-05-07 19:36:45,924
1757,2022-05-07 16:58:38,2022-05-07 18:50:06,616
1758,2022-05-07 17:11:11,2022-05-07 17:26:18,154
1759,2022-05-07 17:31:05,2022-05-07 18:04:32,231
1760,2022-05-07 17:57:06,2022-05-07 18:05:49,77
1761,2022-05-07 18:10:39,2022-05-07 18:19:57,77
1762,2022-05-07 19:23:51,2022-05-07 19:35:24,77
1763,2022-05-07 20:20:19,2022-05-07 20:45:34,154
1764,2022-05-07 20:21:08,2022-05-07 20:56:55,231
1765,2022-05-07 20:42:22,2022-05-07 21:04:01,154
1766,2022-05-07 21:16:16,2022-05-07 21:23:47,77
1767,2022-05-07 22:08:21,2022-05-07 22:19:10,77
1768,2022-05-07 22:09:18,2022-05-07 22:18:52,77
1769,2022-05-07 23:15:07,2022-05-07 23:23:31,77
1770,2022-05-08 06:36:21,2022-05-08 06:42:37,77
1771,2022-05-08 08:09:40,2022-05-08 08:22:04,77
1772,2022-05-08 09:32:27,2022-05-08 09:43:00,77
1773,2022-05-08 09:33:05,2022-05-08 09:41:30,77
1774,2022-05-08 09:45:37,2022-05-08 09:54:41,77
1775,2022-05-08 10:09:44,2022-05-08 10:21:51,77
1776,2022-05-08 10:10:13,2022-05-08 17:13:36,1500
1777,2022-05-08 10:11:11,2022-05-08 11:00:58,308
1778,2022-05-08 10:33:23,2022-05-08 10:53:26,154
1779,2022-05-08 10:35:08,2022-05-08 10:45:44,77
1780,2022-05-08 10:39:35,2022-05-08 11:00:56,154
1781,2022-05-08 10:42:26,2022-05-08 10:50:55,77
1782,2022-05-08 10:47:55,2022-05-08 11:00:13,77
1783,2022-05-08 10:48:23,2022-05-08 10:59:28,77
1784,2022-05-08 10:52:17,2022-05-08 13:39:51,924
1785,2022-05-08 11:08:42,2022-05-08 11:34:57,154
1786,2022-05-08 11:29:26,2022-05-08 11:38:00,77
1787,2022-05-08 11:45:14,2022-05-08 12:00:09,77
1788,2022-05-08 11:45:26,2022-05-08 17:15:07,1500
1789,2022-05-08 11:59:34,2022-05-08 12:08:21,77
1790,2022-05-08 12:07:14,2022-05-08 14:36:38,770
1791,2022-05-08 12:13:52,2022-05-08 12:30:20,154
1792,2022-05-08 12:14:53,2022-05-08 12:49:30,231
1793,2022-05-08 12:19:05,2022-05-08 12:31:21,77
1794,2022-05-08 12:35:54,2022-05-08 16:41:30,1309
1795,2022-05-08 12:37:28,2022-05-08 12:48:32,77
1796,2022-05-08 12:38:34,2022-05-08 13:00:06,154
1797,2022-05-08 12:39:51,2022-05-08 12:46:46,77
1798,2022-05-08 13:24:31,2022-05-08 13:57:15,231
1799,2022-05-08 13:29:11,2022-05-08 13:38:18,77
1800,2022-05-08 13:30:38,2022-05-08 13:52:42,154
1801,2022-05-08 13:39:18,2022-05-08 13:53:24,77
1802,2022-05-08 13:43:37,2022-05-08 13:53:08,77
1803,2022-05-08 13:48:22,2022-05-08 13:58:16,77
1804,2022-05-08 14:13:27,2022-05-08 17:36:32,1078
1805,2022-05-08 14:16:44,2022-05-08 15:38:16,462
1806,2022-05-08 14:27:26,2022-05-08 15:27:14,308
1807,2022-05-08 14:28:32,2022-05-08 15:03:20,231
1808,2022-05-08 14:54:13,2022-05-08 15:13:57,154
1809,2022-05-08 15:06:55,2022-05-08 15:11:58,77
1810,2022-05-08 15:14:51,2022-05-08 17:08:04,616
1811,2022-05-08 15:23:36,2022-05-08 15:52:16,154
1812,2022-05-08 15:28:04,2022-05-08 15:48:56,154
1813,2022-05-08 15:36:19,2022-05-08 15:46:47,77
1814,2022-05-08 15:37:43,2022-05-08 15:48:19,77
1815,2022-05-08 16:22:09,2022-05-08 16:29:19,77
1816,2022-05-08 16:27:46,2022-05-08 16:36:15,77
1817,2022-05-08 16:37:11,2022-05-08 16:46:37,77
1818,2022-05-08 16:49:59,2022-05-08 16:57:19,77
1819,2022-05-08 17:24:42,2022-05-08 17:46:04,154
1820,2022-05-08 17:39:22,2022-05-08 17:55:44,154
1821,2022-05-08 17:47:13,2022-05-08 18:01:54,77
1822,2022-05-08 17:53:48,2022-05-08 18:02:45,77
1823,2022-05-08 18:11:27,2022-05-08 18:26:06,77
1824,2022-05-08 18:12:01,2022-05-08 18:24:34,77
1825,2022-05-08 18:22:10,2022-05-08 18:47:26,154
1826,2022-05-08 19:04:13,2022-05-08 20:24:01,462
1827,2022-05-08 19:17:36,2022-05-08 19:35:47,154
1828,2022-05-08 19:18:51,2022-05-08 19:26:54,77
1829,2022-05-08 20:47:50,2022-05-08 20:57:30,77
1830,2022-05-08 21:25:24,2022-05-08 21:34:30,77
1831,2022-05-08 21:33:36,2022-05-08 21:39:57,77
1832,2022-05-08 21:50:56,2022-05-08 22:01:23,77
1833,2022-05-08 22:38:45,2022-05-08 22:47:44,77
1834,2022-05-08 23:27:56,2022-05-09 00:07:09,231
1835,2022-05-09 00:11:52,2022-05-09 00:23:39,77
1836,2022-05-09 06:32:33,2022-05-09 06:39:00,77
1837,2022-05-09 06:46:53,2022-05-09 06:58:50,77
1838,2022-05-09 07:42:05,2022-05-09 07:52:38,77
1839,2022-05-09 08:55:53,2022-05-09 09:05:06,77
1840,2022-05-09 08:57:58,2022-05-09 09:10:47,77
1841,2022-05-09 09:42:10,2022-05-09 10:19:11,231
1842,2022-05-09 09:54:14,2022-05-09 10:03:18,77
1843,2022-05-09 10:11:33,2022-05-09 10:22:33,77
1844,2022-05-09 10:17:46,2022-05-09 10:26:31,77
1845,2022-05-09 10:39:03,2022-05-09 10:45:39,77
1846,2022-05-09 10:56:17,2022-05-09 11:14:11,154
1847,2022-05-09 11:09:58,2022-05-09 11:19:21,77
1848,2022-05-09 11:40:37,2022-05-09 11:54:19,77
1849,2022-05-09 11:41:30,2022-05-09 12:00:49,154
1850,2022-05-09 11:52:35,2022-05-09 11:58:34,77
1851,2022-05-09 12:50:25,2022-05-09 13:01:48,77
1852,2022-05-09 14:07:27,2022-05-09 15:09:52,385
1853,2022-05-09 14:44:54,2022-05-09 14:59:07,77
1854,2022-05-09 15:05:21,2022-05-09 15:16:37,77
1855,2022-05-09 16:02:21,2022-05-09 16:33:16,231
1856,2022-05-09 17:26:32,2022-05-09 17:35:02,77
1857,2022-05-09 20:47:38,2022-05-09 20:54:15,77
1858,2022-05-10 06:56:32,2022-05-10 07:10:45,77
1859,2022-05-10 06:58:47,2022-05-10 07:07:56,77
1860,2022-05-10 07:09:49,2022-05-10 07:16:42,77
1861,2022-05-10 07:25:30,2022-05-10 07:40:32,154
1862,2022-05-10 07:34:14,2022-05-10 07:54:43,154
1863,2022-05-10 07:58:24,2022-05-10 08:08:20,77
1864,2022-05-10 08:07:22,2022-05-10 08:15:22,77
1865,2022-05-10 08:12:03,2022-05-10 08:19:33,77
1866,2022-05-10 08:26:25,2022-05-10 08:40:27,77
1867,2022-05-10 08:30:46,2022-05-10 08:40:34,77
1868,2022-05-10 08:53:41,2022-05-10 09:02:18,77
1869,2022-05-10 08:55:32,2022-05-10 09:10:54,154
1870,2022-05-10 08:57:02,2022-05-10 09:15:28,154
1871,2022-05-10 10:22:43,2022-05-10 10:32:25,77
1872,2022-05-10 10:35:00,2022-05-10 10:43:50,77
1873,2022-05-10 11:07:36,2022-05-10 11:21:15,77
1874,2022-05-10 11:14:30,2022-05-10 11:48:33,231
1875,2022-05-10 11:21:36,2022-05-10 12:32:53,385
1876,2022-05-10 11:52:13,2022-05-10 12:17:50,154
1877,2022-05-10 12:35:10,2022-05-10 12:42:22,77
1878,2022-05-10 12:48:05,2022-05-10 13:02:45,77
1879,2022-05-10 12:53:20,2022-05-10 15:34:04,847
1880,2022-05-10 12:59:05,2022-05-10 15:34:21,847
1881,2022-05-10 13:02:23,2022-05-10 13:12:58,77
1882,2022-05-10 13:40:12,2022-05-10 16:07:19,770
1883,2022-05-10 14:07:56,2022-05-10 14:19:26,77
1884,2022-05-10 14:11:20,2022-05-10 14:21:53,77
1885,2022-05-10 14:19:31,2022-05-10 14:49:52,231
1886,2022-05-10 16:00:04,2022-05-10 16:12:22,77
1887,2022-05-10 16:20:15,2022-05-10 16:53:16,231
1888,2022-05-10 16:20:48,2022-05-10 16:52:54,231
1889,2022-05-10 16:23:01,2022-05-10 16:37:06,77
1890,2022-05-10 17:22:51,2022-05-10 17:34:18,77
1891,2022-05-10 17:51:55,2022-05-10 18:01:48,77
1892,2022-05-10 18:04:55,2022-05-10 18:25:17,154
1893,2022-05-10 18:05:14,2022-05-10 18:25:13,154
1894,2022-05-10 18:27:50,2022-05-10 19:06:12,231
1895,2022-05-10 18:36:37,2022-05-10 18:47:42,77
1896,2022-05-10 18:39:27,2022-05-10 18:47:30,77
1897,2022-05-10 18:39:29,2022-05-10 18:47:26,77
1898,2022-05-10 18:50:21,2022-05-10 18:56:30,77
1899,2022-05-10 19:05:12,2022-05-10 19:34:25,154
1900,2022-05-10 19:17:09,2022-05-10 19:17:32,77
1901,2022-05-10 19:17:52,2022-05-10 19:21:11,77
1902,2022-05-10 19:20:06,2022-05-10 19:28:05,77
1903,2022-05-10 19:29:10,2022-05-10 19:51:10,154
1904,2022-05-10 20:30:15,2022-05-10 20:43:00,77
1905,2022-05-10 20:31:20,2022-05-10 20:46:14,77
1906,2022-05-10 20:39:50,2022-05-10 20:47:20,77
1907,2022-05-10 21:08:06,2022-05-10 21:19:33,77
1908,2022-05-10 21:27:43,2022-05-10 21:39:24,77
1909,2022-05-10 21:32:51,2022-05-10 21:42:41,77
1910,2022-05-10 21:51:16,2022-05-10 22:02:57,77
1911,2022-05-10 21:51:43,2022-05-10 22:14:42,154
1912,2022-05-10 22:29:17,2022-05-10 22:38:36,77
1913,2022-05-10 22:35:24,2022-05-10 22:44:03,77
1914,2022-05-10 22:37:17,2022-05-10 22:43:42,77
1915,2022-05-10 23:09:36,2022-05-10 23:17:49,77
1916,2022-05-10 23:21:44,2022-05-10 23:31:56,77
1917,2022-05-10 23:40:14,2022-05-10 23:57:29,154
